,name_0,name_1,Search Amount
451,"""Bradley S. Shaw""","""David I. McKay""",11
452,"""Bradley S. Shaw""","""Bradley William Corson""",0
453,"""Bradley S. Shaw""","""Louis Vachon """,4
454,"""Bradley S. Shaw""","""Jose E. Cil""",0
455,"""Bradley S. Shaw""","""Nancy C. Southern""",11
456,"""Bradley S. Shaw""","""Donald B. Kayne""",0
457,"""Bradley S. Shaw""","""Peter Gerald Jan Kukielski""",0
458,"""Bradley S. Shaw""","""Daniel Barclay""",0
459,"""Bradley S. Shaw""","""Trevor English""",25600
460,"""Bradley S. Shaw""","""Zoran Stakic""",588
461,"""Bradley S. Shaw""","""Alain Bouchard""",3
462,"""Bradley S. Shaw""","""Frank Patrick D'Eramo""",0
463,"""Bradley S. Shaw""","""Donald M. Jenkins""",0
464,"""Bradley S. Shaw""","""Madhu Ranganathan""",0
465,"""Bradley S. Shaw""","""Richard Lord""",0
466,"""Bradley S. Shaw""","""Anil Wadhwani""",0
467,"""Bradley S. Shaw""","""Kevan S. Gorrie""",0
468,"""Bradley S. Shaw""","""Ian L. Edwards""",2
469,"""Bradley S. Shaw""","""Martin Schwartz""",0
470,"""Bradley S. Shaw""","""Jeffrey Schwartz""",0
471,"""Bradley S. Shaw""","""Jeff Segel""",0
472,"""Bradley S. Shaw""","""Jay A. Forbes""",0
473,"""Bradley S. Shaw""","""Thomas J. Appio""",0
474,"""Bradley S. Shaw""","""Michael Steinmann""",0
475,"""Bradley S. Shaw""","""Simon David Harrison""",0
476,"""Bradley S. Shaw""","""Siegfried W. Kiefer""",0
477,"""Bradley S. Shaw""","""Timothy Alexander Miller""",0
478,"""Bradley S. Shaw""","""Christopher Allan Govan""",0
479,"""Bradley S. Shaw""","""Victor G. Dodig""",4
480,"""Bradley S. Shaw""","""Paul S. Herendeen""",0
481,"""Bradley S. Shaw""","""Mark Kenney""",0
482,"""Bradley S. Shaw""","""Geert Verellen""",0
483,"""Bradley S. Shaw""","""Ian M. Fillinger""",0
484,"""Bradley S. Shaw""","""Robert P. Wildeboer""",0
485,"""Bradley S. Shaw""","""Worthing F. Jackman""",1
486,"""Bradley S. Shaw""","""Richard Dufresne""",0
487,"""Bradley S. Shaw""","""Paul McAleese""",1270
488,"""Bradley S. Shaw""","""Joseph D. Randell""",0
489,"""Bradley S. Shaw""","""Marc Parent""",12
490,"""Bradley S. Shaw""","""Stephen Elias Loukas""",0
491,"""Bradley S. Shaw""","""Geoffrey Robillard""",0
492,"""Bradley S. Shaw""","""Brian Tellef Vaasjo""",0
493,"""Bradley S. Shaw""","""Thomas J. Hofstedter""",0
494,"""Frank J. Hasenfratz""","""Norman Murray Edwards""",0
495,"""Frank J. Hasenfratz""","""Dennis Mark Bristow""",0
496,"""Frank J. Hasenfratz""","""John Lawson Thornton""",0
497,"""Frank J. Hasenfratz""","""Gerald Wilfred Schwartz""",0
498,"""Frank J. Hasenfratz""","""Alain Bedard""",10
499,"""Frank J. Hasenfratz""","""Alan Kestenbaum""",1
500,"""Frank J. Hasenfratz""","""Jim Jarrell""",57
501,"""Frank J. Hasenfratz""","""P. Jane Gavan""",1
502,"""Frank J. Hasenfratz""","""Brian P. Hannasch""",0
503,"""Frank J. Hasenfratz""","""Stephen John Hasker""",0
504,"""Frank J. Hasenfratz""","""Dani Reiss""",1
505,"""Frank J. Hasenfratz""","""Ajay Kumar Virmani""",0
506,"""Frank J. Hasenfratz""","""Donald R. Lindsay""",1
507,"""Frank J. Hasenfratz""","""Michael L. Rose""",1
508,"""Frank J. Hasenfratz""","""Robert M. Le Blanc""",0
509,"""Frank J. Hasenfratz""","""Rocco Gori""",0
510,"""Frank J. Hasenfratz""","""Keith E. Creel""",1
511,"""Frank J. Hasenfratz""","""Sean Boyd""",13
512,"""Frank J. Hasenfratz""","""Anthony Paul Makuch""",0
513,"""Frank J. Hasenfratz""","""Paul Anthony Mahon""",0
514,"""Frank J. Hasenfratz""","""Barry Sean McInerney""",0
515,"""Frank J. Hasenfratz""","""Jose Boisjoli""",1
516,"""Frank J. Hasenfratz""","""Timothy Shawn McKay""",0
517,"""Frank J. Hasenfratz""","""Jean Gattuso""",0
518,"""Frank J. Hasenfratz""","""Michael Bennett Medline""",0
519,"""Frank J. Hasenfratz""","""Al Monaco""",18
520,"""Frank J. Hasenfratz""","""Geoffrey T. Martin""",0
521,"""Frank J. Hasenfratz""","""Robert Andrew Mionis""",0
522,"""Frank J. Hasenfratz""","""Joseph C. Papa""",1
523,"""Frank J. Hasenfratz""","""Peter J. Marrone""",0
524,"""Frank J. Hasenfratz""","""Jamie Bennett Porteous""",0
525,"""Frank J. Hasenfratz""","""Charles J. G. Brindamour""",1
526,"""Frank J. Hasenfratz""","""Anthony Munk""",0
527,"""Frank J. Hasenfratz""","""Jean-Guy Desjardins""",0
528,"""Frank J. Hasenfratz""","""Jeffrey Robert Carney""",0
529,"""Frank J. Hasenfratz""","""Francois Olivier""",1
530,"""Frank J. Hasenfratz""","""Randall L. Crawford""",1
531,"""Frank J. Hasenfratz""","""Kevin Andrew McCreadie""",0
532,"""Frank J. Hasenfratz""","""Damon Murchison""",0
533,"""Frank J. Hasenfratz""","""Alan Schwartz""",1
534,"""Frank J. Hasenfratz""","""Neil Rossy""",1
535,"""Frank J. Hasenfratz""","""Ann M. Fandozzi""",0
536,"""Frank J. Hasenfratz""","""Glenn J. Chamandy""",1
537,"""Frank J. Hasenfratz""","""John S. Chen""",0
538,"""Frank J. Hasenfratz""","""Galen G. Weston""",1
539,"""Frank J. Hasenfratz""","""Gary Berman""",2
540,"""Frank J. Hasenfratz""","""Daniel Racine""",1
541,"""Frank J. Hasenfratz""","""Michael H. McCain""",2
542,"""Frank J. Hasenfratz""","""Peter F. Grosskopf""",0
543,"""Frank J. Hasenfratz""","""David Eric Klein""",0
544,"""Frank J. Hasenfratz""","""W. Whitney George""",0
545,"""Frank J. Hasenfratz""","""Brian Johnston Porter""",0
546,"""Frank J. Hasenfratz""","""Graham Patrick Shuttleworth""",0
547,"""Frank J. Hasenfratz""","""William Darryl White""",0
548,"""Frank J. Hasenfratz""","""Stephen Clarkson Peacher""",0
549,"""Frank J. Hasenfratz""","""Derek Neldner""",0
550,"""Frank J. Hasenfratz""","""Bharat B. Masrani""",1
551,"""Frank J. Hasenfratz""","""Kevin J. Thomson""",0
552,"""Frank J. Hasenfratz""","""David Gerard Hutchens""",0
553,"""Frank J. Hasenfratz""","""Luc Mongeau""",0
554,"""Frank J. Hasenfratz""","""Michael J. Cooper""",1
555,"""Frank J. Hasenfratz""","""Steven R. Spaulding""",1
556,"""Frank J. Hasenfratz""","""Navjeet Singh Dhillon""",0
557,"""Frank J. Hasenfratz""","""Laurent Ferreira""",1
558,"""Frank J. Hasenfratz""","""Photis Peter Pascali""",0
559,"""Frank J. Hasenfratz""","""Mirko Bibic""",1
560,"""Frank J. Hasenfratz""","""Scott Carlyle Balfour""",0
561,"""Frank J. Hasenfratz""","""George Raymond Burns""",0
562,"""Frank J. Hasenfratz""","""Randy V. J. Smallwood""",1
563,"""Frank J. Hasenfratz""","""Timothy Michael Miller""",0
564,"""Frank J. Hasenfratz""","""Eric Richer La Fleche""",0
565,"""Frank J. Hasenfratz""","""Terrance Lloyd McKibbon""",0
566,"""Frank J. Hasenfratz""","""Joseph M. Natale""",0
567,"""Frank J. Hasenfratz""","""Michael Cammarata""",0
568,"""Frank J. Hasenfratz""","""Claude Bigras""",1
569,"""Frank J. Hasenfratz""","""Ewout R. Heersink""",0
570,"""Frank J. Hasenfratz""","""L. Scott Thomson""",1
571,"""Frank J. Hasenfratz""","""Pauline Dhillon""",0
572,"""Frank J. Hasenfratz""","""David I. McKay""",0
573,"""Frank J. Hasenfratz""","""Bradley William Corson""",0
574,"""Frank J. Hasenfratz""","""Louis Vachon """,1
575,"""Frank J. Hasenfratz""","""Jose E. Cil""",0
576,"""Frank J. Hasenfratz""","""Nancy C. Southern""",1
577,"""Frank J. Hasenfratz""","""Donald B. Kayne""",2
578,"""Frank J. Hasenfratz""","""Peter Gerald Jan Kukielski""",0
579,"""Frank J. Hasenfratz""","""Daniel Barclay""",0
580,"""Frank J. Hasenfratz""","""Trevor English""",0
581,"""Frank J. Hasenfratz""","""Zoran Stakic""",0
582,"""Frank J. Hasenfratz""","""Alain Bouchard""",2
583,"""Frank J. Hasenfratz""","""Frank Patrick D'Eramo""",0
584,"""Frank J. Hasenfratz""","""Donald M. Jenkins""",0
585,"""Frank J. Hasenfratz""","""Madhu Ranganathan""",2
586,"""Frank J. Hasenfratz""","""Richard Lord""",1
587,"""Frank J. Hasenfratz""","""Anil Wadhwani""",0
588,"""Frank J. Hasenfratz""","""Kevan S. Gorrie""",0
589,"""Frank J. Hasenfratz""","""Ian L. Edwards""",1
590,"""Frank J. Hasenfratz""","""Martin Schwartz""",1
591,"""Frank J. Hasenfratz""","""Jeffrey Schwartz""",1
592,"""Frank J. Hasenfratz""","""Jeff Segel""",1
593,"""Frank J. Hasenfratz""","""Jay A. Forbes""",0
594,"""Frank J. Hasenfratz""","""Thomas J. Appio""",0
595,"""Frank J. Hasenfratz""","""Michael Steinmann""",1
596,"""Frank J. Hasenfratz""","""Simon David Harrison""",0
597,"""Frank J. Hasenfratz""","""Siegfried W. Kiefer""",0
598,"""Frank J. Hasenfratz""","""Timothy Alexander Miller""",0
599,"""Frank J. Hasenfratz""","""Christopher Allan Govan""",0
600,"""Frank J. Hasenfratz""","""Victor G. Dodig""",1
601,"""Frank J. Hasenfratz""","""Paul S. Herendeen""",0
602,"""Frank J. Hasenfratz""","""Mark Kenney""",2
603,"""Frank J. Hasenfratz""","""Geert Verellen""",0
604,"""Frank J. Hasenfratz""","""Ian M. Fillinger""",1
605,"""Frank J. Hasenfratz""","""Robert P. Wildeboer""",0
606,"""Frank J. Hasenfratz""","""Worthing F. Jackman""",1
607,"""Frank J. Hasenfratz""","""Richard Dufresne""",0
608,"""Frank J. Hasenfratz""","""Paul McAleese""",0
609,"""Frank J. Hasenfratz""","""Joseph D. Randell""",1
610,"""Frank J. Hasenfratz""","""Marc Parent""",1
611,"""Frank J. Hasenfratz""","""Stephen Elias Loukas""",0
612,"""Frank J. Hasenfratz""","""Geoffrey Robillard""",0
613,"""Frank J. Hasenfratz""","""Brian Tellef Vaasjo""",0
614,"""Frank J. Hasenfratz""","""Thomas J. Hofstedter""",2
615,"""Norman Murray Edwards""","""Dennis Mark Bristow""",0
616,"""Norman Murray Edwards""","""John Lawson Thornton""",0
617,"""Norman Murray Edwards""","""Gerald Wilfred Schwartz""",0
618,"""Norman Murray Edwards""","""Alain Bedard""",0
619,"""Norman Murray Edwards""","""Alan Kestenbaum""",0
620,"""Norman Murray Edwards""","""Jim Jarrell""",0
621,"""Norman Murray Edwards""","""P. Jane Gavan""",0
622,"""Norman Murray Edwards""","""Brian P. Hannasch""",0
623,"""Norman Murray Edwards""","""Stephen John Hasker""",0
624,"""Norman Murray Edwards""","""Dani Reiss""",1
625,"""Norman Murray Edwards""","""Ajay Kumar Virmani""",0
626,"""Norman Murray Edwards""","""Donald R. Lindsay""",0
627,"""Norman Murray Edwards""","""Michael L. Rose""",0
628,"""Norman Murray Edwards""","""Robert M. Le Blanc""",0
629,"""Norman Murray Edwards""","""Rocco Gori""",0
630,"""Norman Murray Edwards""","""Keith E. Creel""",0
631,"""Norman Murray Edwards""","""Sean Boyd""",0
632,"""Norman Murray Edwards""","""Anthony Paul Makuch""",0
633,"""Norman Murray Edwards""","""Paul Anthony Mahon""",0
634,"""Norman Murray Edwards""","""Barry Sean McInerney""",0
635,"""Norman Murray Edwards""","""Jose Boisjoli""",0
636,"""Norman Murray Edwards""","""Timothy Shawn McKay""",54
637,"""Norman Murray Edwards""","""Jean Gattuso""",0
638,"""Norman Murray Edwards""","""Michael Bennett Medline""",0
639,"""Norman Murray Edwards""","""Al Monaco""",0
640,"""Norman Murray Edwards""","""Geoffrey T. Martin""",0
641,"""Norman Murray Edwards""","""Robert Andrew Mionis""",0
642,"""Norman Murray Edwards""","""Joseph C. Papa""",0
643,"""Norman Murray Edwards""","""Peter J. Marrone""",0
644,"""Norman Murray Edwards""","""Jamie Bennett Porteous""",0
645,"""Norman Murray Edwards""","""Charles J. G. Brindamour""",0
646,"""Norman Murray Edwards""","""Anthony Munk""",0
647,"""Norman Murray Edwards""","""Jean-Guy Desjardins""",0
648,"""Norman Murray Edwards""","""Jeffrey Robert Carney""",0
649,"""Norman Murray Edwards""","""Francois Olivier""",0
650,"""Norman Murray Edwards""","""Randall L. Crawford""",0
651,"""Norman Murray Edwards""","""Kevin Andrew McCreadie""",0
652,"""Norman Murray Edwards""","""Damon Murchison""",0
653,"""Norman Murray Edwards""","""Alan Schwartz""",0
654,"""Norman Murray Edwards""","""Neil Rossy""",0
655,"""Norman Murray Edwards""","""Ann M. Fandozzi""",0
656,"""Norman Murray Edwards""","""Glenn J. Chamandy""",0
657,"""Norman Murray Edwards""","""John S. Chen""",0
658,"""Norman Murray Edwards""","""Galen G. Weston""",1
659,"""Norman Murray Edwards""","""Gary Berman""",0
660,"""Norman Murray Edwards""","""Daniel Racine""",0
661,"""Norman Murray Edwards""","""Michael H. McCain""",0
662,"""Norman Murray Edwards""","""Peter F. Grosskopf""",0
663,"""Norman Murray Edwards""","""David Eric Klein""",0
664,"""Norman Murray Edwards""","""W. Whitney George""",0
665,"""Norman Murray Edwards""","""Brian Johnston Porter""",0
666,"""Norman Murray Edwards""","""Graham Patrick Shuttleworth""",0
667,"""Norman Murray Edwards""","""William Darryl White""",0
668,"""Norman Murray Edwards""","""Stephen Clarkson Peacher""",0
669,"""Norman Murray Edwards""","""Derek Neldner""",0
670,"""Norman Murray Edwards""","""Bharat B. Masrani""",0
671,"""Norman Murray Edwards""","""Kevin J. Thomson""",0
672,"""Norman Murray Edwards""","""David Gerard Hutchens""",0
673,"""Norman Murray Edwards""","""Luc Mongeau""",0
674,"""Norman Murray Edwards""","""Michael J. Cooper""",0
675,"""Norman Murray Edwards""","""Steven R. Spaulding""",0
676,"""Norman Murray Edwards""","""Navjeet Singh Dhillon""",0
677,"""Norman Murray Edwards""","""Laurent Ferreira""",0
678,"""Norman Murray Edwards""","""Photis Peter Pascali""",0
679,"""Norman Murray Edwards""","""Mirko Bibic""",0
680,"""Norman Murray Edwards""","""Scott Carlyle Balfour""",0
681,"""Norman Murray Edwards""","""George Raymond Burns""",0
682,"""Norman Murray Edwards""","""Randy V. J. Smallwood""",0
683,"""Norman Murray Edwards""","""Timothy Michael Miller""",0
684,"""Norman Murray Edwards""","""Eric Richer La Fleche""",0
685,"""Norman Murray Edwards""","""Terrance Lloyd McKibbon""",0
686,"""Norman Murray Edwards""","""Joseph M. Natale""",0
687,"""Norman Murray Edwards""","""Michael Cammarata""",0
688,"""Norman Murray Edwards""","""Claude Bigras""",0
689,"""Norman Murray Edwards""","""Ewout R. Heersink""",0
690,"""Norman Murray Edwards""","""L. Scott Thomson""",0
691,"""Norman Murray Edwards""","""Pauline Dhillon""",0
692,"""Norman Murray Edwards""","""David I. McKay""",0
693,"""Norman Murray Edwards""","""Bradley William Corson""",0
694,"""Norman Murray Edwards""","""Louis Vachon """,0
695,"""Norman Murray Edwards""","""Jose E. Cil""",0
696,"""Norman Murray Edwards""","""Nancy C. Southern""",0
697,"""Norman Murray Edwards""","""Donald B. Kayne""",0
698,"""Norman Murray Edwards""","""Peter Gerald Jan Kukielski""",0
699,"""Norman Murray Edwards""","""Daniel Barclay""",0
700,"""Norman Murray Edwards""","""Trevor English""",0
701,"""Norman Murray Edwards""","""Zoran Stakic""",0
702,"""Norman Murray Edwards""","""Alain Bouchard""",5
703,"""Norman Murray Edwards""","""Frank Patrick D'Eramo""",0
704,"""Norman Murray Edwards""","""Donald M. Jenkins""",0
705,"""Norman Murray Edwards""","""Madhu Ranganathan""",0
706,"""Norman Murray Edwards""","""Richard Lord""",0
707,"""Norman Murray Edwards""","""Anil Wadhwani""",0
708,"""Norman Murray Edwards""","""Kevan S. Gorrie""",0
709,"""Norman Murray Edwards""","""Ian L. Edwards""",0
710,"""Norman Murray Edwards""","""Martin Schwartz""",0
711,"""Norman Murray Edwards""","""Jeffrey Schwartz""",0
712,"""Norman Murray Edwards""","""Jeff Segel""",0
713,"""Norman Murray Edwards""","""Jay A. Forbes""",0
714,"""Norman Murray Edwards""","""Thomas J. Appio""",0
715,"""Norman Murray Edwards""","""Michael Steinmann""",0
716,"""Norman Murray Edwards""","""Simon David Harrison""",0
717,"""Norman Murray Edwards""","""Siegfried W. Kiefer""",0
718,"""Norman Murray Edwards""","""Timothy Alexander Miller""",0
719,"""Norman Murray Edwards""","""Christopher Allan Govan""",0
720,"""Norman Murray Edwards""","""Victor G. Dodig""",0
721,"""Norman Murray Edwards""","""Paul S. Herendeen""",0
722,"""Norman Murray Edwards""","""Mark Kenney""",0
723,"""Norman Murray Edwards""","""Geert Verellen""",0
724,"""Norman Murray Edwards""","""Ian M. Fillinger""",0
725,"""Norman Murray Edwards""","""Robert P. Wildeboer""",0
726,"""Norman Murray Edwards""","""Worthing F. Jackman""",0
727,"""Norman Murray Edwards""","""Richard Dufresne""",0
728,"""Norman Murray Edwards""","""Paul McAleese""",0
729,"""Norman Murray Edwards""","""Joseph D. Randell""",0
730,"""Norman Murray Edwards""","""Marc Parent""",0
731,"""Norman Murray Edwards""","""Stephen Elias Loukas""",0
732,"""Norman Murray Edwards""","""Geoffrey Robillard""",0
733,"""Norman Murray Edwards""","""Brian Tellef Vaasjo""",0
734,"""Norman Murray Edwards""","""Thomas J. Hofstedter""",0
735,"""Dennis Mark Bristow""","""John Lawson Thornton""",885
736,"""Dennis Mark Bristow""","""Gerald Wilfred Schwartz""",0
737,"""Dennis Mark Bristow""","""Alain Bedard""",0
738,"""Dennis Mark Bristow""","""Alan Kestenbaum""",0
739,"""Dennis Mark Bristow""","""Jim Jarrell""",0
740,"""Dennis Mark Bristow""","""P. Jane Gavan""",0
741,"""Dennis Mark Bristow""","""Brian P. Hannasch""",1
742,"""Dennis Mark Bristow""","""Stephen John Hasker""",0
743,"""Dennis Mark Bristow""","""Dani Reiss""",0
744,"""Dennis Mark Bristow""","""Ajay Kumar Virmani""",0
745,"""Dennis Mark Bristow""","""Donald R. Lindsay""",0
746,"""Dennis Mark Bristow""","""Michael L. Rose""",0
747,"""Dennis Mark Bristow""","""Robert M. Le Blanc""",0
748,"""Dennis Mark Bristow""","""Rocco Gori""",0
749,"""Dennis Mark Bristow""","""Keith E. Creel""",0
750,"""Dennis Mark Bristow""","""Sean Boyd""",2
751,"""Dennis Mark Bristow""","""Anthony Paul Makuch""",0
752,"""Dennis Mark Bristow""","""Paul Anthony Mahon""",0
753,"""Dennis Mark Bristow""","""Barry Sean McInerney""",0
754,"""Dennis Mark Bristow""","""Jose Boisjoli""",0
755,"""Dennis Mark Bristow""","""Timothy Shawn McKay""",0
756,"""Dennis Mark Bristow""","""Jean Gattuso""",0
757,"""Dennis Mark Bristow""","""Michael Bennett Medline""",0
758,"""Dennis Mark Bristow""","""Al Monaco""",3
759,"""Dennis Mark Bristow""","""Geoffrey T. Martin""",4
760,"""Dennis Mark Bristow""","""Robert Andrew Mionis""",0
761,"""Dennis Mark Bristow""","""Joseph C. Papa""",4
762,"""Dennis Mark Bristow""","""Peter J. Marrone""",0
763,"""Dennis Mark Bristow""","""Jamie Bennett Porteous""",0
764,"""Dennis Mark Bristow""","""Charles J. G. Brindamour""",0
765,"""Dennis Mark Bristow""","""Anthony Munk""",1
766,"""Dennis Mark Bristow""","""Jean-Guy Desjardins""",0
767,"""Dennis Mark Bristow""","""Jeffrey Robert Carney""",0
768,"""Dennis Mark Bristow""","""Francois Olivier""",0
769,"""Dennis Mark Bristow""","""Randall L. Crawford""",0
770,"""Dennis Mark Bristow""","""Kevin Andrew McCreadie""",0
771,"""Dennis Mark Bristow""","""Damon Murchison""",0
772,"""Dennis Mark Bristow""","""Alan Schwartz""",0
773,"""Dennis Mark Bristow""","""Neil Rossy""",0
774,"""Dennis Mark Bristow""","""Ann M. Fandozzi""",0
775,"""Dennis Mark Bristow""","""Glenn J. Chamandy""",0
776,"""Dennis Mark Bristow""","""John S. Chen""",0
777,"""Dennis Mark Bristow""","""Galen G. Weston""",0
778,"""Dennis Mark Bristow""","""Gary Berman""",0
779,"""Dennis Mark Bristow""","""Daniel Racine""",0
780,"""Dennis Mark Bristow""","""Michael H. McCain""",0
781,"""Dennis Mark Bristow""","""Peter F. Grosskopf""",0
782,"""Dennis Mark Bristow""","""David Eric Klein""",0
783,"""Dennis Mark Bristow""","""W. Whitney George""",0
784,"""Dennis Mark Bristow""","""Brian Johnston Porter""",1
785,"""Dennis Mark Bristow""","""Graham Patrick Shuttleworth""",849
786,"""Dennis Mark Bristow""","""William Darryl White""",0
787,"""Dennis Mark Bristow""","""Stephen Clarkson Peacher""",0
788,"""Dennis Mark Bristow""","""Derek Neldner""",0
789,"""Dennis Mark Bristow""","""Bharat B. Masrani""",1
790,"""Dennis Mark Bristow""","""Kevin J. Thomson""",60
791,"""Dennis Mark Bristow""","""David Gerard Hutchens""",0
792,"""Dennis Mark Bristow""","""Luc Mongeau""",0
793,"""Dennis Mark Bristow""","""Michael J. Cooper""",0
794,"""Dennis Mark Bristow""","""Steven R. Spaulding""",0
795,"""Dennis Mark Bristow""","""Navjeet Singh Dhillon""",0
796,"""Dennis Mark Bristow""","""Laurent Ferreira""",0
797,"""Dennis Mark Bristow""","""Photis Peter Pascali""",0
798,"""Dennis Mark Bristow""","""Mirko Bibic""",1
799,"""Dennis Mark Bristow""","""Scott Carlyle Balfour""",0
800,"""Dennis Mark Bristow""","""George Raymond Burns""",0
801,"""Dennis Mark Bristow""","""Randy V. J. Smallwood""",0
802,"""Dennis Mark Bristow""","""Timothy Michael Miller""",0
803,"""Dennis Mark Bristow""","""Eric Richer La Fleche""",0
804,"""Dennis Mark Bristow""","""Terrance Lloyd McKibbon""",0
805,"""Dennis Mark Bristow""","""Joseph M. Natale""",0
806,"""Dennis Mark Bristow""","""Michael Cammarata""",0
807,"""Dennis Mark Bristow""","""Claude Bigras""",0
808,"""Dennis Mark Bristow""","""Ewout R. Heersink""",0
809,"""Dennis Mark Bristow""","""L. Scott Thomson""",0
810,"""Dennis Mark Bristow""","""Pauline Dhillon""",0
811,"""Dennis Mark Bristow""","""David I. McKay""",0
812,"""Dennis Mark Bristow""","""Bradley William Corson""",0
813,"""Dennis Mark Bristow""","""Louis Vachon """,0
814,"""Dennis Mark Bristow""","""Jose E. Cil""",0
815,"""Dennis Mark Bristow""","""Nancy C. Southern""",0
816,"""Dennis Mark Bristow""","""Donald B. Kayne""",0
817,"""Dennis Mark Bristow""","""Peter Gerald Jan Kukielski""",0
818,"""Dennis Mark Bristow""","""Daniel Barclay""",0
819,"""Dennis Mark Bristow""","""Trevor English""",0
820,"""Dennis Mark Bristow""","""Zoran Stakic""",0
821,"""Dennis Mark Bristow""","""Alain Bouchard""",1
822,"""Dennis Mark Bristow""","""Frank Patrick D'Eramo""",0
823,"""Dennis Mark Bristow""","""Donald M. Jenkins""",0
